,antigen_recognition_function,antigenic_feature_range,antigenic_feature_count,lymphocytes_count,somatic_hypermutation_cycles,somatic_hypermutation_rate,clonal_expansion_factor,best_solution,best_fitness,elapsed_time
449,griewank,"(-100, 100)",10,1000,1000,0.1,3,"[-9.41870347e+00  4.43518309e+00 -2.76575922e-03  1.88035451e+01
  7.02074001e+00 -7.66687549e+00 -1.65677194e+01  4.42544443e+01
  9.40425287e+00  4.94393068e+01]",1.339150166978797,22.284483909606934
450,rosenbrock,"(-10, 10)",3,300,750,0.001,2,[-0.8187873   0.43155938 -0.00334397],12.93054119799308,4.09044623374939
451,rosenbrock,"(-10, 10)",3,300,750,0.001,3,[-0.38138781 -1.20557739  1.3206067 ],191.0659595594025,4.13983678817749
452,rosenbrock,"(-10, 10)",3,300,750,0.001,4,[1.16535683 2.01927865 4.20841888],46.5020758396035,4.140604019165039
453,rosenbrock,"(-10, 10)",3,300,750,0.01,2,[-0.49553423 -1.09903418  0.87055583],198.8128501470432,4.087244033813477
454,rosenbrock,"(-10, 10)",3,300,750,0.01,3,[-0.8160743  -0.57779792  1.70698642],349.0354849489019,4.111191034317017
455,rosenbrock,"(-10, 10)",3,300,750,0.01,4,[-0.48802253  0.06332396  1.29040103],171.62875375506047,4.077760934829712
456,rosenbrock,"(-10, 10)",3,300,750,0.1,2,[1.00028227 0.99962144 0.99785143],0.000282837290075972,4.0588059425354
457,rosenbrock,"(-10, 10)",3,300,750,0.1,3,[1.00449156 1.00781962 1.01518618],0.0002478687326856842,4.159281969070435
458,rosenbrock,"(-10, 10)",3,300,750,0.1,4,[1.00744648 1.01169359 1.02805381],0.0033035798684724464,4.052826166152954
459,rosenbrock,"(-10, 10)",3,300,1000,0.001,2,[0.03031182 1.39136255 2.97683198],302.78291521109014,5.381903886795044
460,rosenbrock,"(-10, 10)",3,300,1000,0.001,3,[ 0.33752178 -0.55697817  0.81234719],73.08632349655886,5.508033037185669
461,rosenbrock,"(-10, 10)",3,300,1000,0.01,2,[1.19633308 1.8405381  1.71691916],296.61069249624285,5.404775142669678
462,rosenbrock,"(-10, 10)",3,300,1000,0.001,4,[-1.53903936  2.73900833  6.79367237],73.38439322061765,5.494086027145386
463,rosenbrock,"(-10, 10)",5,500,250,0.001,2,[ 0.03587372  2.87589442  1.2631805  -0.56262166  0.97900497],6253.6140442290325,2.220710277557373
464,rosenbrock,"(-10, 10)",3,300,1000,0.01,3,[-0.37561741 -0.65389424  0.06879861],80.69967629206131,5.513261079788208
465,rosenbrock,"(-10, 10)",3,300,1000,0.1,2,[0.99827755 0.99767438 0.99573433],0.00014744172203049995,5.348062992095947
466,rosenbrock,"(-10, 10)",3,300,1000,0.01,4,[-0.11057051 -0.91008845  0.20678631],128.57124725900223,5.515300989151001
467,rosenbrock,"(-10, 10)",3,300,1000,0.1,3,[1.00099481 1.00290797 1.00532417],0.00011862213797180271,5.367041826248169
468,rosenbrock,"(-10, 10)",5,500,250,0.001,3,[-0.71399026  2.40014273 -0.50080802 -2.40663418  7.1366756 ],5183.777351473684,2.28564715385437
469,rosenbrock,"(-10, 10)",5,500,250,0.001,4,[ 0.80316057 -1.49418074 -1.09228456 -0.6550789   3.54663732],2889.9418932251883,2.2788732051849365
470,rosenbrock,"(-10, 10)",5,500,250,0.01,2,[-0.14799528  1.95975076  1.99315606  1.96447328  3.92662737],1124.735640948858,2.2671282291412354
471,rosenbrock,"(-10, 10)",5,500,250,0.01,3,[ 1.7022212   0.64186671 -0.33566672  2.51971409  6.5175685 ],1151.6562734223014,2.2691829204559326
472,rosenbrock,"(-10, 10)",5,500,250,0.01,4,[-1.26150457 -2.55970042  2.13911347 -1.933298    5.15463439],8135.892213776736,2.3014726638793945
473,rosenbrock,"(-10, 10)",3,300,1000,0.1,4,[1.0083596  1.01692903 1.03204598],0.0007988801200820617,5.489041090011597
474,rosenbrock,"(-10, 10)",5,500,250,0.1,2,[-0.7980373  -1.03245341  0.61383273 -0.76073236  2.14709079],685.0934413233358,2.2362499237060547
475,rosenbrock,"(-10, 10)",5,500,250,0.1,3,[ 1.13058688 -2.1342054   1.41512319  2.71740015  5.36338968],2622.6997573625513,2.3145558834075928
476,rosenbrock,"(-10, 10)",5,500,250,0.1,4,[ 1.94076657  0.11230379 -2.86043661  3.38946189  7.52528246],6050.703112558951,2.3263368606567383
477,rosenbrock,"(-10, 10)",5,500,500,0.001,2,[ 0.0547003  -2.74986814 -0.01942735  0.35975519 -0.26334737],6550.032905013144,4.465384006500244
478,rosenbrock,"(-10, 10)",5,500,500,0.001,3,[-2.36123808  1.73788906 -2.25185218  1.46859843  8.12391334],9133.114842893077,4.583895206451416
479,rosenbrock,"(-10, 10)",5,500,500,0.01,2,[ 0.72309074 -0.60854948 -0.20061637  1.41374225  5.50320903],1581.7141310761458,4.45503306388855
480,rosenbrock,"(-10, 10)",5,500,500,0.01,3,[-0.7246831  -2.32643567  0.23779937 -0.03577318 -1.45111616],3718.2028703677333,4.500563859939575
481,rosenbrock,"(-10, 10)",5,500,500,0.001,4,[ 0.13348169  1.31004904  1.75804787  0.72558959 -4.48130922],3235.843630213467,4.689305782318115
482,rosenbrock,"(-10, 10)",5,500,500,0.01,4,[-0.41513893  1.58384303 -2.17691331 -2.30692059  2.89321898],7972.242936468993,4.538533926010132
483,rosenbrock,"(-10, 10)",5,500,500,0.1,2,[-1.36596813  0.74367659  1.262541    0.95136889  2.5152643 ],482.56416511597735,4.440161943435669
484,rosenbrock,"(-10, 10)",5,500,500,0.1,3,[ 1.6327823  -0.29256181  1.32089927 -1.24176185  4.69429822],2920.7496134482903,4.586446046829224
485,rosenbrock,"(-10, 10)",5,500,500,0.1,4,[-1.43270823 -1.3022997   0.20002652 -1.11691845  1.26113574],1499.5667150449226,4.547924995422363
486,rosenbrock,"(-10, 10)",5,500,750,0.001,2,[ 2.33923094  1.20325943 -0.32763438  2.12701129 -2.49814966],7481.524656553667,6.687827825546265
487,rosenbrock,"(-10, 10)",5,500,750,0.001,3,[-0.94821834  3.35928488  0.44324567 -1.53044664  9.92731961],18426.761433477783,6.7660768032073975
488,rosenbrock,"(-10, 10)",5,500,750,0.001,4,[1.52603244 0.78084993 0.78055901 2.93279597 5.06945119],2033.9004727484744,6.906975030899048
489,rosenbrock,"(-10, 10)",5,500,750,0.01,2,[ 1.06874626 -0.10600598 -0.28649873 -2.45985008  9.64527237],2117.6446555250336,6.664196014404297
490,rosenbrock,"(-10, 10)",5,500,750,0.01,3,[ 1.1799414   1.31628394 -0.0483652   2.17151976  5.37790562],834.778936552571,6.820687294006348
491,rosenbrock,"(-10, 10)",5,500,750,0.1,2,[-3.0593864  -0.38275958  1.43202438  2.34965804 -0.27142601],13041.523428884066,6.70343804359436
492,rosenbrock,"(-10, 10)",5,500,750,0.01,4,[1.13154674 1.494736   0.82618802 0.19048492 0.12954605],228.8876791745656,6.902820110321045
493,rosenbrock,"(-10, 10)",5,500,750,0.1,3,[-2.1546633   0.95115135  1.73436662 -1.13864222 -3.56349044],5528.007635795164,6.870742082595825
494,rosenbrock,"(-10, 10)",5,500,750,0.1,4,[ 2.19241685  2.42417061  1.39639973 -1.9962935   4.96612257],4240.940958913275,6.851467847824097
495,rosenbrock,"(-10, 10)",5,500,1000,0.001,2,[1.3083838  0.53218231 1.87238724 2.88027777 1.88573223],4544.607594254814,8.857684135437012
496,rosenbrock,"(-10, 10)",10,1000,250,0.001,2,"[ 1.93001     1.11515004 -0.54421492  2.63551957  0.27490608 -0.91529868
 -2.10085839 -0.75698895  0.36806767 -3.68764229]",11122.568506442507,4.5557661056518555
497,rosenbrock,"(-10, 10)",5,500,1000,0.001,3,[ 0.42650264 -1.15642152 -0.08060836 -3.97494297  8.9056457 ],6749.6936443117775,9.059394121170044
498,rosenbrock,"(-10, 10)",10,1000,250,0.001,3,"[ 0.65352682 -0.96068223  1.50716456 -3.61214358 -1.37195154  2.75448441
 -4.19661692 -0.36308154 -1.56556555  6.05670349]",72409.44154068676,4.4753851890563965
499,rosenbrock,"(-10, 10)",5,500,1000,0.001,4,[-1.59131443  0.58777599 -0.85797071  2.61343052  2.20842432],3024.225429927995,9.16230821609497
500,rosenbrock,"(-10, 10)",5,500,1000,0.01,2,[ 2.06747738  2.18687279  0.57048057 -1.41989177  0.46761987],2762.8267627793452,8.958101034164429
501,rosenbrock,"(-10, 10)",5,500,1000,0.01,3,[0.05180029 1.10365856 0.67569665 1.12921674 1.45486554],200.13877448591614,9.065700769424438
502,rosenbrock,"(-10, 10)",5,500,1000,0.1,2,[ 1.8832711  -0.87381813  2.31945967 -0.66023683  6.39945879],9409.68383171942,8.793712854385376
503,rosenbrock,"(-10, 10)",5,500,1000,0.01,4,[-2.19610264 -0.86503991  0.20605981 -1.08856772  1.55013883],3424.572636062282,9.187574863433838
504,rosenbrock,"(-10, 10)",5,500,1000,0.1,3,[-0.95588246 -1.09258394  1.02594021  1.71166888  0.06701061],1277.0548087899988,9.069020748138428
505,rosenbrock,"(-10, 10)",5,500,1000,0.1,4,[1.08992274 1.97213549 0.92761992 2.5854355  8.96090322],1757.8947048890823,9.127734899520874
506,rosenbrock,"(-10, 10)",10,1000,250,0.01,2,"[ 2.39496523  2.14734937 -1.88965278 -1.59880668 -0.28792517 -3.47458574
 -2.80381675 -3.25822242  0.01308229  1.90908374]",56436.68557354893,4.494985818862915
507,rosenbrock,"(-10, 10)",10,1000,250,0.001,4,"[ 0.21802534  4.02141284 -2.47520109  2.10944552 -3.81137542  3.93866908
 -1.76849925  3.184566    0.25154386  9.22319545]",104103.91996287121,4.673539876937866
508,rosenbrock,"(-10, 10)",10,1000,250,0.01,3,"[ 4.91544279  2.41547333 -0.11161865  0.6512881   0.99400754  0.12144582
 -3.05881763 -0.76923866  1.02428974 -6.36873994]",67731.11798307623,4.550469875335693
509,rosenbrock,"(-10, 10)",10,1000,250,0.01,4,"[-3.0635774   1.91722421  1.67610551 -1.56899884  4.73879249  1.34112084
 -1.01778101  3.37991517 -1.64556682 -1.46825776]",73220.12987106288,4.5342841148376465
510,rosenbrock,"(-10, 10)",10,1000,250,0.1,2,"[ 2.89782127  0.49775958  1.10754604  4.23539     2.78904047  2.80656673
  2.60658962 -1.98309891 -2.91824114 -5.45971396]",67397.89521783563,4.609055995941162
511,rosenbrock,"(-10, 10)",10,1000,250,0.1,3,"[-4.99798702 -1.12399768 -4.00770422 -2.3155041   0.79732013 -0.73341992
  2.97392179 -3.01384921  3.49331855 -8.44864311]",167498.0043657627,4.501617193222046
512,rosenbrock,"(-10, 10)",10,1000,250,0.1,4,"[ 3.23425265 -3.45913035  2.14441394 -0.34421479 -0.72154969 -0.51111569
 -0.14924799  2.84343797  2.72666151  4.88013333]",36018.49827199969,4.534826040267944
513,rosenbrock,"(-10, 10)",10,1000,500,0.001,2,"[ 1.80139051  0.36184521  0.25368172  2.14413269  0.40585091  2.88734549
 -1.51432142  4.17222709 -2.87488324 -3.37552098]",68546.6080797645,8.959537982940674
514,rosenbrock,"(-10, 10)",10,1000,500,0.001,3,"[ 1.40688962 -1.42531313  3.24153459 -1.74978364 -1.68536555 -0.28221946
 -1.08555597 -3.97956664  4.47460591  9.8608534 ]",45658.757306049556,9.208453893661499
515,rosenbrock,"(-10, 10)",10,1000,500,0.001,4,"[-2.37962221  2.80188291  0.47468558  0.53299861  2.90043108 -3.29239052
 -1.21541641 -1.9398225   4.43597342  8.09279229]",49882.92024279668,9.197537899017334
516,rosenbrock,"(-10, 10)",10,1000,500,0.01,2,"[-1.88514537 -2.25578757 -2.62179616 -3.35974523 -3.34815513 -2.93479556
 -3.4413027  -3.54191163  3.4163366   8.60224455]",108827.93396584367,8.991167068481445
517,rosenbrock,"(-10, 10)",10,1000,500,0.01,3,"[-2.57292862  0.59178277 -4.55217972 -2.89261283  3.1903356   4.34667064
 -1.64601245 -0.40825363 -2.96265574  8.61496613]",112125.35314118775,9.29595398902893
518,rosenbrock,"(-10, 10)",10,1000,500,0.01,4,"[-2.42918527  0.19757361 -3.63225198  0.11378888 -0.60475663  2.95938741
  1.7199759   1.21967359  3.91067998  6.95501204]",35264.53874865655,9.263548851013184
519,rosenbrock,"(-10, 10)",10,1000,500,0.1,2,"[ 3.5932986   1.74028528 -1.34352888  1.60041154  2.19790333  1.7142864
 -1.51043289 -0.53767502 -1.14431136 -8.30471852]",27631.74750008136,8.923929214477539
520,rosenbrock,"(-10, 10)",10,1000,500,0.1,3,"[-2.07278014  1.31666741 -6.106846    2.95815546  2.51066946  2.75559243
  0.06221678  0.14442545 -3.03069519 -3.87136115]",153818.87973684378,9.044286012649536
521,rosenbrock,"(-10, 10)",10,1000,500,0.1,4,"[ 0.92664343 -0.36682571  3.41880235  0.00615662  1.77454683  4.758786
 -0.98345785  3.11623768  1.41205955 -3.59598767]",81790.90280032707,9.15638279914856
522,rosenbrock,"(-10, 10)",10,1000,750,0.001,2,"[ 3.07546979  0.25261477 -2.83767263 -2.32713942  1.80264614  2.09364155
  4.50209285  3.83838571  3.8561898  -7.79113867]",111772.06016466836,13.398118734359741
523,rosenbrock,"(-10, 10)",10,1000,750,0.001,3,"[ 0.69015657  4.79866549  2.16334015  3.08705166 -1.60272348 -0.73073571
  0.99419178  0.17676502 -3.57509088 -9.48160028]",110137.0023315702,13.706346035003662
524,rosenbrock,"(-10, 10)",10,1000,750,0.01,2,"[-0.76981883 -2.29710301  0.87393324 -2.60589298  0.70331202  1.38476116
  2.28214132 -4.5311224   5.10997492 -0.19354064]",110247.15933407578,13.462231874465942
525,rosenbrock,"(-10, 10)",10,1000,750,0.001,4,"[-0.4189546   2.70264261  4.45239464  4.83401009  2.47554401 -0.2943719
  2.30219144 -2.37919899 -1.54563851 -9.55092476]",97586.63605839043,13.907877206802368
526,rosenbrock,"(-10, 10)",10,1000,750,0.01,3,"[ 2.67364016 -0.40919147  3.05885063  2.63739695 -0.76221531  2.48605109
 -3.82439944  0.35652029  1.31551887 -1.1974126 ]",48793.159196303735,13.649582862854004
527,rosenbrock,"(-10, 10)",10,1000,750,0.01,4,"[-0.75393039  5.16373064  2.35425855  4.45924761 -2.03892693 -1.12107608
 -2.71088028  2.42994161 -0.9000633   7.95418441]",125972.72967089017,13.822365999221802
528,rosenbrock,"(-10, 10)",10,1000,750,0.1,2,"[-2.03812097 -3.15863823  1.79516857  4.53098803 -1.58450571  1.32160171
  3.7217121  -3.14428684 -0.9906886   2.93544691]",102821.37368767842,13.498109817504883
529,rosenbrock,"(-10, 10)",10,1000,750,0.1,3,"[-2.55704558  2.30559555  3.74760749  3.27712072  5.29078462  3.2808794
  3.41716717 -1.34766156  3.26580751 -1.45026628]",114984.84683596603,13.652851104736328
530,rosenbrock,"(-10, 10)",10,1000,750,0.1,4,"[-5.1793641   2.61527649  0.63766842  1.85289412 -1.45833011 -0.24192653
 -1.43595491  3.25871528  1.16064859 -2.66974397]",76611.27776586803,13.923059940338135
531,rosenbrock,"(-10, 10)",10,1000,1000,0.001,2,"[ 0.43951442  1.06788195  2.25044624  5.08061917  1.53147904 -3.20558933
  2.22311318  2.69167416 -1.46017611 -7.38135985]",85905.68489088978,17.573105096817017
532,rosenbrock,"(-10, 10)",10,1000,1000,0.001,3,"[ 2.83487328 -1.42506368 -4.80988137  2.75683448  0.60736385 -1.41877344
 -4.388612   -0.22324734  2.70557944 -7.85922179]",126257.40414552033,17.21171498298645
533,rosenbrock,"(-10, 10)",10,1000,1000,0.001,4,"[ 4.15539332  2.82616208  0.75486312 -0.37148542  3.26970381 -1.70622999
 -3.8012624  -2.43708187 -2.49269386 -2.47355931]",90276.69678263454,16.663145065307617
534,rosenbrock,"(-10, 10)",10,1000,1000,0.01,2,"[ 4.92994833  3.07912541  3.21465165  4.40213235 -0.16112991 -2.15547856
 -2.61390802 -1.38514452 -0.76175409 -7.85940556]",111087.64515267112,16.24881601333618
535,rosenbrock,"(-10, 10)",10,1000,1000,0.01,3,"[-4.28097526 -1.92100667 -3.56654509 -1.89309128  2.94267265 -3.56308914
  3.43819617  0.36134476  3.52834252  5.96886179]",109757.81079676532,16.718459129333496
536,rosenbrock,"(-10, 10)",10,1000,1000,0.01,4,"[-2.70961624 -0.29672511 -3.64143834  0.96795187 -4.78516661  1.07997449
  0.37603686  2.16776123 -1.73523029 -6.2943731 ]",86563.63234244347,16.65370011329651
537,rosenbrock,"(-10, 10)",10,1000,1000,0.1,2,"[-0.84876904 -0.68991439 -4.4849009   0.75739493 -0.99680702 -1.85390538
 -2.71531988 -3.82785021 -3.463047   -0.36219962]",105704.4068952561,16.201220989227295
538,rosenbrock,"(-10, 10)",10,1000,1000,0.1,3,"[ 4.55365862  1.66355289  3.17904183 -1.32369226 -0.2640086  -2.98855091
  2.17948675 -4.09018371  1.91344106 -0.43664341]",86872.35999952398,15.98015809059143
539,rosenbrock,"(-10, 10)",10,1000,1000,0.1,4,"[-4.26307101 -1.52415391 -3.38354371 -0.20453081 -3.11089722 -0.31388118
  1.16086215  0.83965671 -1.5935981   6.94351848]",69300.11687603977,16.119317770004272
