,antigen_recognition_function,antigenic_feature_count,somatic_hypermutation_cycles,somatic_hypermutation_rate,clonal_expansion_factor,immune_responses,immune_memory_lymphocytes_count,best_fitness,elapsed_time
341,sphere,5,250,0.001,3,10,0.01,465.3684305585036,10.595449447631836
342,sphere,5,250,0.001,4,5,0.001,737.7489910589971,5.415576696395874
343,sphere,5,250,0.001,4,3,0.1,1008.8255927836902,3.207805871963501
344,sphere,3,1000,0.1,4,10,0.1,4.0673916532485015e-10,25.79926109313965
345,sphere,5,250,0.001,4,5,0.01,1091.9851688882288,5.401882171630859
346,sphere,5,250,0.001,3,10,0.1,368.528582869014,10.64815902709961
347,sphere,5,250,0.001,4,5,0.1,161.34462906754084,5.411914825439453
348,sphere,5,250,0.01,2,3,0.001,1685.2163754550795,3.1238138675689697
349,sphere,5,250,0.01,2,3,0.01,936.2519892685096,6.208477020263672
350,sphere,5,250,0.01,2,5,0.001,2031.4866959461983,5.183843374252319
351,sphere,5,250,0.001,4,10,0.001,1026.99684916337,10.87126350402832
352,sphere,5,250,0.01,2,3,0.1,1776.1201188772295,3.081115245819092
353,sphere,5,250,0.01,2,5,0.01,1047.4964947632152,5.170381307601929
354,sphere,5,250,0.001,4,10,0.01,437.0645341060003,10.770210981369019
355,sphere,5,250,0.01,2,5,0.1,294.25470774091355,5.129138231277466
356,sphere,5,250,0.01,3,3,0.001,1543.4016950899718,3.1363210678100586
357,sphere,5,250,0.01,3,3,0.01,518.7995838013442,6.314131736755371
358,sphere,5,250,0.001,4,10,0.1,964.520708516842,10.822320222854614
359,sphere,5,250,0.01,2,10,0.001,1316.160517640019,21.05355978012085
360,sphere,5,250,0.01,3,5,0.001,907.8581775446694,5.313951730728149
361,sphere,5,250,0.01,3,3,0.1,871.294322147493,3.125730037689209
362,sphere,5,250,0.01,2,10,0.01,802.080780841099,10.294008731842041
363,sphere,5,250,0.01,3,5,0.01,509.0827102970364,5.333357810974121
364,sphere,5,250,0.01,4,3,0.001,737.0530306757864,3.2437870502471924
365,sphere,5,250,0.01,2,10,0.1,1278.9035906038578,10.242304801940918
366,sphere,5,250,0.01,3,5,0.1,828.4263612945674,5.251455307006836
367,sphere,5,250,0.01,4,3,0.01,1023.1647563000596,3.2843799591064453
368,sphere,5,250,0.01,3,10,0.001,2301.5956694651345,10.532153129577637
369,sphere,5,250,0.01,4,5,0.001,1229.0198704836444,5.328650236129761
370,sphere,5,250,0.01,4,3,0.1,985.7499337577073,3.2372817993164062
371,sphere,5,250,0.01,4,5,0.01,1013.0870017724257,5.398746013641357
372,sphere,5,250,0.01,3,10,0.01,369.233312571213,10.596863985061646
373,sphere,5,250,0.1,2,3,0.001,2099.9819807153103,3.0449156761169434
374,sphere,5,250,0.01,4,5,0.1,671.4465470859133,5.3802900314331055
375,sphere,5,250,0.01,3,10,0.1,362.08385127971223,10.607146263122559
376,sphere,5,250,0.1,2,3,0.01,628.2284700609848,3.013387680053711
377,sphere,5,250,0.1,2,5,0.001,1497.08794875234,5.096879243850708
378,sphere,5,250,0.01,4,10,0.001,1753.1939327161308,10.862978219985962
379,sphere,5,250,0.1,2,3,0.1,1268.697761061997,3.0339560508728027
380,sphere,5,250,0.1,2,5,0.01,428.79836329861024,5.120190143585205
381,sphere,5,250,0.01,4,10,0.01,200.76976509794585,10.779134273529053
382,sphere,5,250,0.1,3,3,0.001,789.7625570082569,3.1592490673065186
383,sphere,5,250,0.1,2,5,0.1,922.8693588254362,5.132632732391357
384,sphere,5,250,0.01,4,10,0.1,382.45568483437035,10.952809810638428
385,sphere,5,250,0.1,3,3,0.01,2120.3473396069176,3.17014479637146
386,sphere,5,250,0.1,2,10,0.001,626.4037374849388,10.285186290740967
387,sphere,5,250,0.1,3,5,0.001,3100.6020461236712,5.287283897399902
388,sphere,5,250,0.1,3,3,0.1,1139.2542039307466,3.1733102798461914
389,sphere,5,250,0.1,2,10,0.01,211.07797066735523,10.258414268493652
390,sphere,5,250,0.1,3,5,0.01,337.9360313761322,5.2686731815338135
391,sphere,5,250,0.1,4,3,0.001,1506.1873275671255,3.2461345195770264
392,sphere,5,250,0.1,2,10,0.1,376.41636527733465,10.290916204452515
393,sphere,5,250,0.1,3,5,0.1,594.9693061843348,5.304739713668823
394,sphere,5,250,0.1,4,3,0.01,1072.2006329395117,3.2468950748443604
395,sphere,5,250,0.1,4,5,0.001,1405.765633674698,5.411960124969482
396,sphere,5,250,0.1,3,10,0.001,722.8465911108017,10.602959871292114
397,sphere,5,250,0.1,4,3,0.1,1597.8061061168391,3.214216947555542
398,sphere,5,250,0.1,3,10,0.01,482.9341401191355,10.483466148376465
399,sphere,5,250,0.1,4,5,0.01,374.016185718003,5.394441366195679
400,sphere,5,250,0.1,4,5,0.1,938.1591190692692,10.815333843231201
401,sphere,5,250,0.1,3,10,0.1,391.4684564817915,10.620461225509644
402,sphere,5,500,0.001,2,3,0.001,991.5629344796812,6.124176263809204
403,sphere,5,250,0.1,4,10,0.001,894.5759158903766,10.929786443710327
404,sphere,5,500,0.001,2,3,0.01,1466.2239259196954,6.125860691070557
405,sphere,5,250,0.1,4,10,0.01,426.4173848387238,10.818713188171387
406,sphere,5,250,0.1,4,10,0.1,1250.5977221885137,21.617381811141968
407,sphere,5,500,0.001,2,5,0.001,1487.8653859990234,10.17892336845398
408,sphere,5,500,0.001,2,3,0.1,1317.120488714211,6.131976127624512
409,sphere,5,500,0.001,2,5,0.01,1892.998069534917,10.171754598617554
410,sphere,5,500,0.001,3,3,0.001,1068.3876040006753,6.3052568435668945
411,sphere,5,500,0.001,2,5,0.1,921.8626627592204,10.203871965408325
412,sphere,5,500,0.001,3,3,0.01,662.4868291084545,6.27763295173645
413,sphere,5,500,0.001,3,5,0.001,2907.4592040869634,10.581115961074829
414,sphere,5,500,0.001,3,3,0.1,444.5845586530453,6.323267936706543
415,sphere,5,500,0.001,3,5,0.01,822.7862938917553,10.520742177963257
416,sphere,5,500,0.001,2,10,0.001,1475.7448533126112,20.60279655456543
417,sphere,5,500,0.001,2,10,0.01,907.0626734994804,41.17586398124695
418,sphere,5,500,0.001,4,3,0.001,450.4765324365009,6.438223838806152
419,sphere,5,500,0.001,2,10,0.1,207.27419029004795,20.5477511882782
420,sphere,5,500,0.001,3,5,0.1,753.4614361155533,10.533759593963623
421,sphere,5,500,0.001,4,3,0.01,474.25113568354607,6.461978197097778
422,sphere,5,500,0.001,4,5,0.001,1974.0930313012443,10.844067096710205
423,sphere,5,500,0.001,3,10,0.001,1347.2193053733452,21.24735713005066
424,sphere,5,500,0.001,3,10,0.01,478.018975089728,42.29640245437622
425,sphere,5,500,0.001,4,3,0.1,776.3535097602562,6.528900146484375
426,sphere,5,500,0.001,4,5,0.01,456.5616084573523,10.861213445663452
427,sphere,5,500,0.01,2,3,0.001,645.4789419693822,6.141588926315308
428,sphere,5,500,0.001,3,10,0.1,414.0697611953808,20.97749924659729
429,sphere,5,500,0.001,4,5,0.1,959.7845273925492,10.958005428314209
430,sphere,5,500,0.01,2,3,0.01,787.4728488514819,6.1704490184783936
431,sphere,5,500,0.01,2,5,0.001,1170.0015650565072,10.227892875671387
432,sphere,5,500,0.001,4,10,0.001,1000.5185895060704,21.74687695503235
433,sphere,5,500,0.01,2,3,0.1,1393.3653151404792,6.14391303062439
434,sphere,5,500,0.01,2,5,0.01,825.0038596848082,10.316504716873169
435,sphere,5,500,0.001,4,10,0.01,324.64982622046506,21.57125496864319
436,sphere,5,500,0.01,2,5,0.1,933.6542225631408,10.211894273757935
437,sphere,5,500,0.01,3,3,0.001,2069.65042116669,6.312435150146484
438,sphere,5,500,0.001,4,10,0.1,510.90548024432405,21.659366846084595
439,sphere,5,500,0.01,3,3,0.01,662.6274054821118,6.325711250305176
440,sphere,5,500,0.01,2,10,0.001,862.9543294227647,20.436371326446533
441,sphere,5,500,0.01,3,5,0.001,1673.095707266979,10.547512531280518
442,sphere,5,500,0.01,3,3,0.1,1350.1624808336228,6.365876197814941
443,sphere,5,500,0.01,3,5,0.01,1483.6143948546478,10.492653846740723
444,sphere,5,500,0.01,2,10,0.01,390.6531335547908,20.41322636604309
445,sphere,5,500,0.01,4,3,0.001,503.1266597607307,6.461679220199585
446,sphere,5,500,0.01,2,10,0.1,857.4961820374624,20.712920427322388
447,sphere,5,500,0.01,3,5,0.1,640.1252534941565,10.521719932556152
448,sphere,5,500,0.01,4,3,0.01,770.3039387619308,6.494490146636963
449,sphere,5,500,0.01,4,5,0.001,354.53795636552303,10.866212844848633
450,sphere,5,500,0.01,3,10,0.001,1505.764393408238,21.001429319381714
451,sphere,5,500,0.01,4,3,0.1,722.8875839067514,6.52689790725708
452,sphere,5,500,0.01,4,5,0.01,321.3463316353656,10.851608037948608
453,sphere,5,500,0.01,3,10,0.01,412.5378504337842,21.084903955459595
454,sphere,5,500,0.1,2,3,0.001,736.1380941577967,6.156068325042725
455,sphere,5,500,0.01,4,5,0.1,269.7651019175813,10.882603168487549
456,sphere,5,500,0.01,3,10,0.1,608.8578729147619,21.30526304244995
457,sphere,5,500,0.1,2,3,0.01,1249.7101922160914,6.071925163269043
458,sphere,5,500,0.1,2,5,0.001,4019.042653328167,10.254703521728516
459,sphere,5,500,0.01,4,10,0.001,1899.6789580437917,21.607610940933228
460,sphere,5,500,0.1,2,3,0.1,1063.8378051901077,6.125263929367065
461,sphere,5,500,0.1,2,5,0.01,934.6545079701448,10.23194670677185
462,sphere,5,500,0.1,3,3,0.001,1171.3147023605488,6.282613039016724
463,sphere,5,500,0.01,4,10,0.01,1213.881193751508,21.700206756591797
464,sphere,5,500,0.1,2,5,0.1,452.1507875569701,10.361279487609863
465,sphere,5,500,0.01,4,10,0.1,564.3564502709637,21.544548988342285
466,sphere,5,500,0.1,3,3,0.01,959.2597887105328,6.303019285202026
467,sphere,5,500,0.1,3,5,0.001,931.32197937387,10.576335191726685
468,sphere,5,500,0.1,2,10,0.001,895.521470104064,20.594527006149292
469,sphere,5,500,0.1,3,3,0.1,1751.5272112036002,6.883938550949097
470,sphere,5,500,0.1,2,10,0.01,13.757830208435214,21.08615016937256
471,sphere,5,500,0.1,3,5,0.01,1083.2811945371643,11.04783320426941
472,sphere,5,500,0.1,4,3,0.001,2359.0003420332955,7.069486141204834
473,sphere,5,500,0.1,2,10,0.1,105.84513679736509,21.14036726951599
474,sphere,5,500,0.1,3,5,0.1,785.474522744777,11.260326623916626
475,sphere,5,500,0.1,4,3,0.01,1130.918057721746,6.5423150062561035
476,sphere,5,500,0.1,4,5,0.001,1103.2707839172676,11.594774961471558
477,sphere,5,500,0.1,3,10,0.001,1228.3558032114006,21.86935830116272
478,sphere,5,500,0.1,4,3,0.1,1347.930695828266,6.55283522605896
479,sphere,5,500,0.1,3,10,0.01,1076.2305070893026,21.575006246566772
480,sphere,5,500,0.1,4,5,0.01,380.8089506606736,11.107916116714478
481,sphere,5,500,0.1,4,5,0.1,70.47847660914759,21.982374668121338
482,sphere,5,500,0.1,3,10,0.1,605.1951942533243,21.856766939163208
483,sphere,5,750,0.001,2,3,0.001,2166.4504941340724,9.261927127838135
484,sphere,5,750,0.001,2,3,0.01,759.2002675738904,18.490566968917847
485,sphere,5,500,0.1,4,10,0.001,2310.6189272081865,22.037576913833618
486,sphere,5,750,0.001,2,5,0.001,733.2094964935768,15.493284940719604
487,sphere,5,500,0.1,4,10,0.01,935.948974276364,21.93017840385437
488,sphere,5,750,0.001,2,3,0.1,1828.1246103784208,9.272819995880127
489,sphere,5,750,0.001,2,5,0.01,744.5891382874395,15.449135303497314
490,sphere,5,500,0.1,4,10,0.1,905.7242826188932,21.796699047088623
491,sphere,5,750,0.001,3,3,0.001,1973.208097342182,9.5402991771698
492,sphere,5,750,0.001,2,5,0.1,919.8230186712246,15.453710079193115
493,sphere,5,750,0.001,3,3,0.01,1183.9650604210742,9.412797927856445
494,sphere,5,750,0.001,3,5,0.001,473.41761668949584,15.853702545166016
495,sphere,5,750,0.001,3,3,0.1,1755.9835205618506,9.557485818862915
496,sphere,5,750,0.001,2,10,0.001,1463.529600958789,30.792002201080322
497,sphere,5,750,0.001,3,5,0.01,1054.2112537112146,15.78461503982544
498,sphere,5,750,0.001,2,10,0.01,311.05205689544266,30.624125003814697
499,sphere,5,750,0.001,3,5,0.1,776.0462160650261,15.856991052627563
500,sphere,5,750,0.001,4,3,0.001,2055.0862958899165,9.736143827438354
501,sphere,5,750,0.001,2,10,0.1,839.7048696685883,30.65779399871826
502,sphere,5,750,0.001,4,3,0.01,205.08514351634065,9.737812042236328
503,sphere,5,750,0.001,3,10,0.001,1733.1195136473,31.742478609085083
504,sphere,5,750,0.001,4,5,0.001,2015.116565324077,16.283527851104736
505,sphere,5,750,0.001,4,3,0.1,1114.9046078647536,9.760772705078125
506,sphere,5,750,0.001,3,10,0.01,441.9565529350892,31.67380690574646
507,sphere,5,750,0.001,4,5,0.01,631.402740812923,16.266000986099243
508,sphere,5,750,0.01,2,3,0.001,794.4312688691479,9.176400423049927
509,sphere,5,750,0.001,3,10,0.1,706.695819099984,31.638314247131348
510,sphere,5,750,0.001,4,5,0.1,532.6697407517684,16.09217858314514
511,sphere,5,750,0.01,2,3,0.01,967.4190080934302,9.191277027130127
512,sphere,5,750,0.01,2,5,0.001,2120.0384943741474,15.473822593688965
513,sphere,5,750,0.001,4,10,0.001,203.920178898976,32.50466752052307
514,sphere,5,750,0.01,2,3,0.1,951.1812100401949,9.208271980285645
515,sphere,5,750,0.01,2,5,0.01,1293.869943111424,15.366089582443237
516,sphere,5,750,0.001,4,10,0.01,578.5905272869029,32.63447332382202
517,sphere,5,750,0.01,3,3,0.001,2186.5336600698092,9.561049222946167
518,sphere,5,750,0.01,2,5,0.1,1428.0527196794278,15.278594255447388
519,sphere,5,750,0.001,4,10,0.1,1747.6089483123076,32.40679717063904
520,sphere,5,750,0.01,3,3,0.01,752.9316823823506,9.495002031326294
521,sphere,5,750,0.01,2,10,0.001,1517.2520316405564,30.819801330566406
522,sphere,5,750,0.01,3,5,0.001,3335.366294754739,15.779647827148438
523,sphere,5,750,0.01,3,3,0.1,617.2614782348729,9.443187236785889
524,sphere,5,750,0.01,2,10,0.01,492.7527726719048,30.761577129364014
525,sphere,5,750,0.01,3,5,0.01,1107.478546010826,15.829954147338867
526,sphere,5,750,0.01,4,3,0.001,793.4494541309946,9.724652767181396
527,sphere,5,750,0.01,2,10,0.1,621.554897478922,30.8260760307312
528,sphere,5,750,0.01,3,5,0.1,1529.453435530188,15.719032049179077
529,sphere,5,750,0.01,4,3,0.01,684.5204461307102,9.69674801826477
530,sphere,5,750,0.01,4,5,0.001,711.4075818670827,16.214080810546875
531,sphere,5,750,0.01,3,10,0.001,2582.518424943105,31.726797342300415
532,sphere,5,750,0.01,4,3,0.1,955.4261254617418,9.820443868637085
533,sphere,5,750,0.01,4,5,0.01,704.8060050001677,16.27685046195984
534,sphere,5,750,0.01,3,10,0.01,787.9144368684441,31.913650512695312
535,sphere,5,750,0.1,2,3,0.001,2092.762708307204,9.182506561279297
536,sphere,5,750,0.01,4,5,0.1,465.30441669010185,16.166548013687134
537,sphere,5,750,0.01,3,10,0.1,608.9895021560953,31.565819263458252
538,sphere,5,750,0.1,2,3,0.01,780.9972671011119,9.836368560791016
539,sphere,5,750,0.1,2,5,0.001,1614.4684148327517,16.07788372039795
540,sphere,5,750,0.01,4,10,0.001,1064.8255552495823,32.854676723480225
541,sphere,5,750,0.1,2,3,0.1,475.6148946348445,9.886714458465576
542,sphere,5,750,0.1,2,5,0.01,681.8414405378877,16.139220237731934
543,sphere,5,750,0.01,4,10,0.01,639.9277579702975,33.186241149902344
544,sphere,5,750,0.1,3,3,0.001,1383.000818406695,9.701939105987549
545,sphere,5,750,0.1,2,5,0.1,685.8776305450045,15.894139766693115
546,sphere,5,750,0.01,4,10,0.1,939.0749314792164,33.453890323638916
547,sphere,5,750,0.1,3,3,0.01,374.1430309992636,9.615907192230225
548,sphere,5,750,0.1,3,5,0.001,1293.9701756402137,15.858505725860596
549,sphere,5,750,0.1,2,10,0.001,1720.5238637140042,31.584709405899048
550,sphere,5,750,0.1,3,3,0.1,540.7601850361632,9.567954778671265
551,sphere,5,750,0.1,2,10,0.01,237.75357887056083,31.548646926879883
552,sphere,5,750,0.1,3,5,0.01,1034.364295788971,15.979668855667114
553,sphere,5,750,0.1,4,3,0.001,1990.0366798506684,9.771457195281982
554,sphere,5,750,0.1,2,10,0.1,567.7245579268753,31.159691095352173
555,sphere,5,750,0.1,3,5,0.1,1335.0634106715,15.826532125473022
556,sphere,5,750,0.1,4,3,0.01,910.7154397847922,9.749547958374023
557,sphere,5,750,0.1,4,5,0.001,2134.859853981741,16.20071768760681
558,sphere,5,750,0.1,3,10,0.001,1209.4479406282878,31.66576361656189
559,sphere,5,750,0.1,4,3,0.1,1433.2344630329987,9.792021751403809
560,sphere,5,750,0.1,3,10,0.01,660.8341182143297,31.850560188293457
561,sphere,5,750,0.1,4,5,0.01,780.114888773268,16.241507530212402
562,sphere,5,1000,0.001,2,3,0.001,2324.047101342431,12.31801986694336
563,sphere,5,750,0.1,4,5,0.1,237.75899916423705,16.191652059555054
564,sphere,5,750,0.1,3,10,0.1,0.0003134028919861,31.867135763168335
565,sphere,5,750,0.1,4,10,0.001,1160.5029512859485,64.23202180862427
566,sphere,5,1000,0.001,2,3,0.01,1051.8792497901554,12.266295909881592
567,sphere,5,1000,0.001,2,5,0.001,1243.5486521154808,20.331717014312744
568,sphere,5,1000,0.001,2,3,0.1,686.570420654567,12.226262331008911
569,sphere,5,750,0.1,4,10,0.01,715.3923446792269,32.472675800323486
570,sphere,5,1000,0.001,2,5,0.01,911.1214504359438,20.646968126296997
571,sphere,5,750,0.1,4,10,0.1,310.32366048834615,32.45020842552185
572,sphere,5,1000,0.001,3,3,0.001,2133.944916923669,12.593873739242554
573,sphere,5,1000,0.001,2,5,0.1,812.0342720398289,20.54971432685852
574,sphere,5,1000,0.001,3,3,0.01,297.2625646737012,12.511919736862183
575,sphere,5,1000,0.001,3,5,0.001,1700.552504113247,21.047064542770386
576,sphere,5,1000,0.001,3,3,0.1,944.8044148680808,12.623172283172607
577,sphere,5,1000,0.001,2,10,0.001,1794.0069095757274,41.12551784515381
578,sphere,5,1000,0.001,3,5,0.01,984.8615003501186,21.07754421234131
579,sphere,5,1000,0.001,2,10,0.01,561.5666034306598,41.04581618309021
580,sphere,5,1000,0.001,4,3,0.001,722.8595775673772,13.023860931396484
581,sphere,5,1000,0.001,3,5,0.1,1307.3987538933968,21.268139362335205
582,sphere,5,1000,0.001,2,10,0.1,128.5511120447566,40.68393349647522
583,sphere,5,1000,0.001,4,3,0.01,566.8855741983364,13.027140140533447
584,sphere,5,1000,0.001,4,5,0.001,1402.5669539721316,21.49924111366272
585,sphere,5,1000,0.001,3,10,0.001,1467.1013276102844,42.373969316482544
586,sphere,5,1000,0.001,4,3,0.1,1046.403960261517,13.038558959960938
587,sphere,5,1000,0.001,3,10,0.01,1042.3026194731256,42.25812840461731
588,sphere,5,1000,0.001,4,5,0.01,486.0679985629948,21.64594054222107
589,sphere,5,1000,0.01,2,3,0.001,1779.4401302142855,12.255603790283203
590,sphere,5,1000,0.001,3,10,0.1,827.5100189028047,42.06887698173523
591,sphere,5,1000,0.001,4,5,0.1,904.9499331597996,21.56425142288208
592,sphere,5,1000,0.01,2,3,0.01,982.5226164473352,12.761123180389404
593,sphere,5,1000,0.01,2,5,0.001,1772.5362895073104,20.9575777053833
594,sphere,5,1000,0.001,4,10,0.001,940.0426240809996,44.18971586227417
595,sphere,5,1000,0.01,2,3,0.1,973.5711609078454,13.078478336334229
596,sphere,5,1000,0.01,2,5,0.01,440.0805750668861,21.177870273590088
597,sphere,5,1000,0.001,4,10,0.01,377.2524833269549,44.20643758773804
598,sphere,5,1000,0.01,3,3,0.001,2757.981200424011,12.748222827911377
599,sphere,5,1000,0.01,2,5,0.1,1383.4955512662225,21.048150539398193
600,sphere,5,1000,0.001,4,10,0.1,612.8346834431511,44.169163942337036
601,sphere,5,1000,0.01,3,3,0.01,890.2034003017205,12.702569961547852
602,sphere,5,1000,0.01,2,10,0.001,827.0239047862221,42.05464196205139
603,sphere,5,1000,0.01,3,5,0.001,852.2777417004468,21.278208017349243
604,sphere,5,1000,0.01,3,3,0.1,1090.5948050863542,12.637588739395142
605,sphere,5,1000,0.01,2,10,0.01,218.38221527664308,41.90073561668396
606,sphere,5,1000,0.01,3,5,0.01,1015.8688018177834,21.04310154914856
607,sphere,5,1000,0.01,4,3,0.001,1492.112939903251,13.082319021224976
608,sphere,5,1000,0.01,3,5,0.1,347.40722922183693,21.12257981300354
609,sphere,5,1000,0.01,2,10,0.1,642.9893567002803,41.11841440200806
610,sphere,5,1000,0.01,4,3,0.01,655.7209443036991,12.970787048339844
611,sphere,5,1000,0.01,4,5,0.001,1207.9073728771966,21.66257929801941
612,sphere,5,1000,0.01,3,10,0.001,1548.6383109034,42.26216101646423
613,sphere,5,1000,0.01,4,3,0.1,462.0189519032074,12.996504068374634
614,sphere,5,1000,0.01,4,5,0.01,555.6022931926186,21.577767372131348
615,sphere,5,1000,0.01,3,10,0.01,376.4170120137615,42.433361530303955
616,sphere,5,1000,0.1,2,3,0.001,1591.6058750804186,12.292872190475464
617,sphere,5,1000,0.01,4,5,0.1,1063.6609101726883,21.627788305282593
618,sphere,5,1000,0.01,3,10,0.1,283.36483979454044,42.31211733818054
619,sphere,5,1000,0.1,2,3,0.01,109.22979907719072,12.2166006565094
620,sphere,5,1000,0.1,2,5,0.001,1374.7288555514751,20.303974628448486
621,sphere,5,1000,0.01,4,10,0.001,794.6006489516101,43.261807918548584
622,sphere,5,1000,0.1,2,3,0.1,1154.261308264638,12.242198944091797
623,sphere,5,1000,0.1,2,5,0.01,1219.5491996093465,20.39892053604126
624,sphere,5,1000,0.01,4,10,0.01,514.0855627083234,43.61665463447571
625,sphere,5,1000,0.1,3,3,0.001,1935.1624123702147,12.529290914535522
626,sphere,5,1000,0.1,2,5,0.1,1195.0023361055714,20.485346794128418
627,sphere,5,1000,0.01,4,10,0.1,297.1145805791431,43.440539598464966
628,sphere,5,1000,0.1,3,3,0.01,566.5295562801064,12.633962869644165
629,sphere,5,1000,0.1,3,5,0.001,1775.2119342951603,21.03111743927002
630,sphere,5,1000,0.1,2,10,0.001,1193.4631334409655,41.154420375823975
631,sphere,5,1000,0.1,3,3,0.1,980.950145949086,12.656487941741943
632,sphere,5,1000,0.1,2,10,0.01,1129.827048660072,41.138450145721436
633,sphere,5,1000,0.1,3,5,0.01,429.7481642914791,21.215004920959473
634,sphere,5,1000,0.1,4,3,0.001,2025.2672023237028,12.96064829826355
635,sphere,5,1000,0.1,2,10,0.1,704.0798541568221,40.87126612663269
636,sphere,5,1000,0.1,3,5,0.1,721.0420486901896,21.052599906921387
637,sphere,5,1000,0.1,4,3,0.01,342.79089190320354,13.001631736755371
638,sphere,5,1000,0.1,4,5,0.001,1863.9546446061556,21.783358335494995
639,sphere,5,1000,0.1,3,10,0.001,2159.0613813046566,42.1173996925354
640,sphere,5,1000,0.1,4,3,0.1,1491.2893822825388,13.49710202217102
641,sphere,10,250,0.001,2,3,0.001,6178.843379008102,20.33466148376465
642,sphere,5,1000,0.1,4,5,0.01,139.68034130626455,22.442017793655396
643,sphere,5,1000,0.1,3,10,0.01,276.26733148137646,42.6219162940979
644,sphere,10,250,0.001,2,5,0.001,3010.8836022839246,10.88498044013977
645,sphere,10,250,0.001,2,3,0.01,7015.548671309661,6.350223779678345
646,sphere,5,1000,0.1,4,5,0.1,571.0236431919828,22.347761392593384
647,sphere,5,1000,0.1,3,10,0.1,715.70064336316,42.99636697769165
648,sphere,10,250,0.001,2,3,0.1,6990.600290300923,6.221951961517334
649,sphere,10,250,0.001,2,5,0.01,6186.492671628455,10.540152549743652
650,sphere,10,250,0.001,3,3,0.001,6420.099886705544,6.387622356414795
651,sphere,10,250,0.001,2,5,0.1,5185.358606552733,10.383724212646484
652,sphere,5,1000,0.1,4,10,0.001,214.1541451305504,44.24738931655884
653,sphere,10,250,0.001,2,10,0.001,5694.9161002983565,65.01874017715454
